Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,WeekOfYear,Quarter,IsWeekend,CompetitionAge,PromoDuration,PreviousDaySales,PreviousWeekSales,Rolling7DaySales
171,0,2013-06-03,12864,1202,1,1,0,0,a,a,2640.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,6,3,23,2,0,2013.0,2013.0,0.0,11580.0,7409.571428571428
411,3,2015-06-11,8299,658,1,0,0,0,d,c,8460.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,6,11,24,2,0,2015.0,2015.0,8179.0,0.0,7987.0
1020,0,2014-04-14,13058,1482,1,1,0,1,a,a,40.0,8.0,2015.0,0,0.0,0.0,,,,,,,,2014,4,14,16,2,0,0.0,2014.0,0.0,8825.0,7602.857142857143
368,0,2014-07-21,7321,611,1,0,0,0,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2014,7,21,30,3,0,9.0,5.0,0.0,14399.0,8367.285714285714
197,5,2013-05-18,5457,722,1,0,0,0,c,a,4210.0,3.0,2015.0,0,0.0,0.0,,,,,,,,2013,5,18,20,2,1,0.0,2013.0,7969.0,6255.0,6565.571428571428
794,1,2015-01-20,2701,496,1,0,0,0,c,c,5090.0,9.0,2006.0,0,0.0,0.0,,,,,,,,2015,1,20,4,1,0,9.0,2015.0,3314.0,3157.0,2502.428571428572
799,0,2014-05-05,13549,1154,1,1,0,0,a,c,2700.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,5,5,19,2,0,2014.0,2014.0,0.0,13853.0,9556.714285714286
691,5,2014-01-04,8113,616,1,0,0,0,d,c,3030.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2014,1,4,1,1,1,2014.0,5.0,7071.0,8015.0,5358.571428571428
265,4,2014-09-19,5046,529,1,1,0,0,a,a,4580.0,0.0,0.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",,,,,,,2014,9,19,38,3,0,2014.0,0.0,4644.0,3511.0,4281.285714285715
40,4,2014-04-04,4723,651,1,1,0,0,a,a,180.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2014,4,4,14,2,0,2014.0,5.0,5048.0,3980.0,4558.571428571428
47,6,2015-02-01,0,0,0,0,0,0,a,c,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2015,2,1,5,1,1,2.0,2.0,6967.0,0.0,6848.0
1095,3,2013-02-07,5023,701,1,1,0,0,a,a,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2013,2,7,6,1,0,6.0,2.0,5570.0,4097.0,4041.857142857143
243,5,2014-06-07,5099,766,1,0,0,0,a,a,310.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2014,6,7,23,2,1,2014.0,1.0,6803.0,6262.0,6982.857142857143
588,0,2014-12-15,11554,964,1,1,0,0,d,c,15720.0,3.0,2010.0,0,0.0,0.0,,,,,,,,2014,12,15,51,4,0,4.0,2014.0,0.0,5759.0,6154.0
227,2,2015-02-18,7580,651,1,1,0,0,a,a,2370.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,2,18,8,1,0,2015.0,2015.0,6540.0,6440.0,4703.142857142857
143,1,2014-05-13,4436,462,1,0,0,0,d,a,2930.0,12.0,2002.0,0,0.0,0.0,,,,,,,,2014,5,13,20,2,0,12.0,2014.0,5148.0,7988.0,5363.0
391,0,2014-04-07,5550,778,1,0,0,0,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2014,4,7,15,2,0,0.0,1.0,0.0,10483.0,5563.285714285715
689,4,2013-10-04,7717,871,1,0,0,0,d,a,15040.0,10.0,2004.0,0,0.0,0.0,,,,,,,,2013,10,4,40,4,0,9.0,2013.0,0.0,8777.0,4488.857142857143
951,6,2014-08-24,0,0,0,0,0,0,d,c,710.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2014,8,24,34,3,1,2014.0,3.0,7960.0,0.0,8207.714285714286
594,4,2013-10-25,4492,517,1,1,0,0,a,a,1790.0,10.0,2011.0,0,0.0,0.0,,,,,,,,2013,10,25,43,4,0,2.0,2013.0,4374.0,3587.0,3792.142857142857
592,2,2013-04-10,4737,569,1,1,0,0,a,a,2540.0,6.0,2005.0,0,0.0,0.0,,,,,,,,2013,4,10,15,2,0,8.0,2013.0,5515.0,3882.0,3918.285714285714
416,6,2013-09-15,0,0,0,0,0,0,a,c,4650.0,6.0,2014.0,0,0.0,0.0,,,,,,,,2013,9,15,37,3,1,0.0,2013.0,9352.0,0.0,10162.0
819,2,2013-05-15,5945,546,1,1,0,0,a,c,720.0,10.0,2014.0,0,0.0,0.0,,,,,,,,2013,5,15,20,2,0,0.0,2013.0,6978.0,6289.0,4583.571428571428
615,4,2014-09-19,8118,1070,1,1,0,0,d,a,730.0,8.0,2007.0,0,0.0,0.0,,,,,,,,2014,9,19,38,3,0,7.0,2014.0,8648.0,7719.0,8076.142857142857
587,2,2014-01-22,8534,588,1,1,0,0,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2014,1,22,4,1,0,8.0,3.0,10128.0,6793.0,8364.142857142857
777,5,2014-03-08,3941,363,1,0,0,0,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",,,,,,,2014,3,8,10,1,1,10.0,1.0,4347.0,4231.0,3891.0
214,0,2015-04-13,13048,867,1,1,0,0,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2015,4,13,16,2,0,2.0,1.0,0.0,0.0,7915.285714285715
734,4,2014-06-06,7523,696,1,1,0,0,a,a,220.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",,,,,,,2014,6,6,23,2,0,2014.0,1.0,6300.0,7528.0,6090.428571428572
755,3,2015-04-16,10830,864,1,1,0,0,d,c,13130.0,12.0,2003.0,0,0.0,0.0,,,,,,,,2015,4,16,16,2,0,12.0,2015.0,10067.0,9293.0,9263.57142857143
91,4,2013-07-12,4367,504,1,0,0,0,c,a,2410.0,0.0,0.0,1,35.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2013,7,12,28,3,0,2013.0,2.0,3874.0,5931.0,3427.285714285714
339,1,2015-05-26,6075,802,1,0,0,0,a,c,2280.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",,,,,,,2015,5,26,22,2,0,2015.0,2.0,0.0,6156.0,4023.0
183,5,2013-01-12,2357,318,1,0,0,0,a,a,9670.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,1,12,2,1,1,2013.0,2013.0,3893.0,2337.0,4070.714285714286
402,6,2013-11-03,0,0,0,0,0,0,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2013,11,3,44,4,1,2.0,3.0,6686.0,0.0,4110.571428571428
489,0,2014-03-31,15717,1139,1,1,0,0,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2014,3,31,14,1,0,1.0,5.0,0.0,5799.0,6056.571428571428
966,4,2014-11-28,6853,765,1,1,0,0,a,a,760.0,2.0,2008.0,0,0.0,0.0,,,,,,,,2014,11,28,48,4,0,6.0,2014.0,4989.0,5216.0,4760.714285714285
123,6,2013-01-13,0,0,0,0,0,0,a,a,16760.0,9.0,2011.0,0,0.0,0.0,,,,,,,,2013,1,13,2,1,1,2.0,2013.0,4092.0,0.0,8052.285714285715
26,6,2015-02-01,0,0,0,0,0,0,d,a,2300.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,2,1,5,1,1,2015.0,2015.0,6214.0,0.0,6229.285714285715
787,0,2014-06-09,0,0,0,0,a,0,c,c,3210.0,6.0,2009.0,0,0.0,0.0,,,,,,,,2014,6,9,24,2,0,5.0,2014.0,0.0,15725.0,7822.857142857143
3,3,2014-03-27,4969,635,1,0,0,0,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2014,3,27,13,1,0,8.0,3.0,5158.0,7390.0,4533.714285714285
234,5,2015-06-27,10163,951,1,0,0,0,d,a,4370.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,6,27,26,2,1,2015.0,2015.0,9297.0,10432.0,7241.142857142857
134,1,2013-04-30,5716,585,1,1,0,0,a,a,1200.0,9.0,2008.0,0,0.0,0.0,,,,,,,,2013,4,30,18,2,0,5.0,2013.0,6227.0,5689.0,4266.571428571428
278,4,2015-05-22,6586,776,1,1,0,0,a,c,9260.0,2.0,2010.0,0,0.0,0.0,,,,,,,,2015,5,22,21,2,0,5.0,2015.0,7948.0,7967.0,6332.285714285715
173,0,2015-06-15,11876,1269,1,1,0,0,a,a,350.0,12.0,2012.0,0,0.0,0.0,,,,,,,,2015,6,15,25,2,0,3.0,2015.0,0.0,8437.0,6498.714285714285
403,2,2014-07-23,6284,618,1,0,0,1,a,a,4970.0,7.0,2015.0,0,0.0,0.0,,,,,,,,2014,7,23,30,3,0,0.0,2014.0,6392.0,7452.0,5397.428571428572
93,1,2014-05-06,7498,697,1,1,0,0,a,a,16690.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2014,5,6,19,2,0,2014.0,3.0,8347.0,8222.0,5428.714285714285
173,0,2013-12-02,15061,1532,1,1,0,0,a,a,350.0,12.0,2012.0,0,0.0,0.0,,,,,,,,2013,12,2,49,4,0,1.0,2013.0,0.0,7022.0,7734.571428571428
38,6,2013-11-17,0,0,0,0,0,0,d,a,1090.0,4.0,2007.0,0,0.0,0.0,,,,,,,,2013,11,17,46,4,1,6.0,2013.0,6057.0,0.0,3639.285714285714
302,6,2015-04-12,0,0,0,0,0,0,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",,,,,,,2015,4,12,15,2,1,8.0,4.0,4657.0,0.0,2392.428571428572
807,0,2013-05-13,10442,1020,1,1,0,0,a,a,3870.0,4.0,2008.0,0,0.0,0.0,,,,,,,,2013,5,13,20,2,0,5.0,2013.0,0.0,8729.0,7048.571428571428
798,5,2015-01-31,3157,341,1,0,0,0,a,a,9560.0,4.0,2001.0,0,0.0,0.0,,,,,,,,2015,1,31,5,1,1,14.0,2015.0,9478.0,2982.0,7059.285714285715
531,3,2014-01-30,4568,581,1,0,0,0,a,c,4030.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,1,30,5,1,0,2014.0,2014.0,4849.0,4455.0,3785.857142857143
974,4,2014-05-09,12289,1619,1,1,0,0,a,a,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2014,5,9,19,2,0,3.0,0.0,11738.0,13973.0,10701.142857142857
755,6,2015-07-05,0,0,0,0,0,0,d,c,13130.0,12.0,2003.0,0,0.0,0.0,,,,,,,,2015,7,5,27,3,1,12.0,2015.0,8204.0,0.0,10406.142857142857
984,1,2014-04-01,6579,759,1,1,0,0,c,a,440.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2014,4,1,14,2,0,2014.0,1.0,10658.0,3828.0,5122.571428571428
1000,5,2013-10-26,6326,662,1,0,0,0,a,c,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2013,10,26,43,4,1,4.0,0.0,6771.0,7358.0,6178.428571428572
1067,3,2015-04-30,8161,679,1,1,0,0,d,c,12020.0,7.0,2009.0,0,0.0,0.0,,,,,,,,2015,4,30,18,2,0,6.0,2015.0,6793.0,5189.0,5659.285714285715
213,0,2014-01-13,6652,590,1,0,0,0,d,c,4030.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2014,1,13,3,1,0,0.0,0.0,0.0,13500.0,7956.714285714285
887,0,2013-05-27,9856,769,1,1,0,0,d,a,19700.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2013,5,27,22,2,0,2013.0,4.0,0.0,0.0,5219.142857142857
927,1,2013-06-04,7688,1014,1,1,0,0,a,a,480.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,6,4,23,2,0,2013.0,2013.0,9982.0,7566.0,5618.285714285715
421,0,2013-05-06,8816,971,1,0,0,0,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",,,,,,,2013,5,6,19,2,0,1.0,1.0,0.0,11863.0,7977.857142857143
422,3,2013-11-21,4879,512,1,1,0,0,a,c,2880.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,11,21,47,4,0,2013.0,2013.0,4954.0,3836.0,4165.428571428572
634,2,2013-06-26,5697,598,1,0,0,0,d,a,18610.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,6,26,26,2,0,2013.0,2013.0,4210.0,6300.0,4632.285714285715
912,3,2013-11-14,4433,668,1,0,0,0,c,c,3100.0,5.0,2010.0,0,0.0,0.0,,,,,,,,2013,11,14,46,4,0,3.0,2013.0,4413.0,5917.0,4389.428571428572
745,0,2014-09-08,6279,672,1,0,0,0,a,a,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2014,9,8,37,3,0,1.0,5.0,0.0,13169.0,6461.714285714285
884,0,2015-07-27,9445,776,1,1,0,0,d,c,7550.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,7,27,31,3,0,2015.0,2015.0,0.0,6210.0,5043.857142857143
668,0,2013-04-29,11531,1381,1,1,0,0,c,a,1270.0,9.0,2010.0,0,0.0,0.0,,,,,,,,2013,4,29,18,2,0,3.0,2013.0,0.0,11039.0,7766.857142857143
423,4,2013-02-01,11356,2073,1,0,0,0,b,a,1270.0,5.0,2014.0,0,0.0,0.0,,,,,,,,2013,2,1,5,1,0,0.0,2013.0,9134.0,11414.0,8824.285714285714
866,3,2015-07-02,7662,509,1,1,0,0,d,a,9680.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2015,7,2,27,3,0,2015.0,2.0,7696.0,4636.0,6394.0
195,6,2015-02-01,0,0,0,0,0,0,a,c,220.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,2,1,5,1,1,2015.0,2015.0,12408.0,0.0,9943.42857142857
22,0,2014-01-13,3833,491,1,0,0,0,a,a,1040.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",,,,,,,2014,1,13,3,1,0,2014.0,2.0,0.0,0.0,4452.714285714285
353,2,2013-05-08,4972,1424,1,0,0,0,b,b,900.0,0.0,0.0,1,14.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2013,5,8,19,2,0,2013.0,0.0,4476.0,5857.0,4734.857142857143
294,0,2013-10-21,6698,862,1,1,0,1,a,a,3150.0,5.0,2005.0,0,0.0,0.0,,,,,,,,2013,10,21,43,4,0,8.0,2013.0,0.0,4825.0,3623.428571428572
120,3,2013-06-13,5645,541,1,0,0,0,d,a,2290.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2013,6,13,24,2,0,0.0,4.0,5181.0,6999.0,5160.285714285715
494,2,2014-03-05,9106,1193,1,1,0,0,b,a,1260.0,6.0,2011.0,0,0.0,0.0,,,,,,,,2014,3,5,10,1,0,3.0,2014.0,9919.0,6520.0,8674.57142857143
977,5,2013-03-16,3121,383,1,0,0,0,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2013,3,16,11,1,1,8.0,3.0,3543.0,2969.0,2900.428571428572
209,5,2013-08-17,4968,572,1,0,0,0,a,c,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2013,8,17,33,3,1,2.0,0.0,6691.0,5870.0,6596.142857142857
1019,2,2015-02-04,8509,662,1,1,0,0,d,c,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2015,2,4,6,1,0,1.0,5.0,9836.0,8855.0,8689.57142857143
522,4,2013-08-16,9443,707,1,1,0,1,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2013,8,16,33,3,0,1.0,2.0,8190.0,8271.0,7393.428571428572
649,2,2014-10-22,3453,346,1,1,0,0,a,a,14570.0,11.0,2002.0,0,0.0,0.0,,,,,,,,2014,10,22,43,4,0,12.0,2014.0,4802.0,2846.0,3039.0
44,3,2013-04-18,3585,508,1,0,0,0,a,a,540.0,6.0,2011.0,0,0.0,0.0,,,,,,,,2013,4,18,16,2,0,2.0,2013.0,4515.0,5671.0,3705.285714285714
405,1,2014-05-13,2950,380,1,0,0,0,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2014,5,13,20,2,0,6.0,3.0,3041.0,5423.0,3551.1428571428573
3,3,2014-04-10,5683,700,1,0,0,0,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2014,4,10,15,2,0,8.0,3.0,5389.0,7477.0,4696.714285714285
252,2,2013-07-17,12879,924,1,1,0,0,d,c,22330.0,0.0,0.0,1,5.0,2010.0,"Feb,May,Aug,Nov",,,,,,,2013,7,17,29,3,0,2013.0,3.0,14227.0,9430.0,10486.0
303,2,2014-02-12,5165,619,1,0,0,0,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",,,,,,,2014,2,12,7,1,0,2.0,3.0,5046.0,7176.0,4685.571428571428
938,4,2014-03-07,10075,1033,1,1,0,0,a,a,2820.0,9.0,2009.0,0,0.0,0.0,,,,,,,,2014,3,7,10,1,0,5.0,2014.0,9806.0,8805.0,9418.285714285714
684,4,2014-05-02,11625,928,1,1,0,0,d,c,680.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",,,,,,,2014,5,2,18,2,0,2014.0,2.0,0.0,5461.0,6947.857142857143
703,1,2014-05-06,4323,412,1,1,0,0,a,a,80.0,6.0,2005.0,0,0.0,0.0,,,,,,,,2014,5,6,19,2,0,9.0,2014.0,4762.0,4230.0,2970.285714285714
680,2,2013-08-21,3539,614,1,0,0,0,c,a,170.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",,,,,,,2013,8,21,34,3,0,2013.0,1.0,3701.0,4898.0,3531.0
8,0,2014-02-03,8864,898,1,1,0,0,a,a,7520.0,10.0,2014.0,0,0.0,0.0,,,,,,,,2014,2,3,6,1,0,0.0,2014.0,0.0,4360.0,4250.428571428572
108,2,2015-07-29,13273,889,1,1,0,0,d,c,2190.0,9.0,2003.0,0,0.0,0.0,,,,,,,,2015,7,29,31,3,0,12.0,2015.0,13684.0,10120.0,11455.857142857143
1001,2,2015-04-08,4769,595,1,0,0,1,c,a,19640.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2015,4,8,15,2,0,2015.0,4.0,5360.0,7492.0,3320.8571428571427
66,1,2013-12-10,5836,490,1,0,0,0,d,a,7660.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2013,12,10,50,4,0,2013.0,4.0,5875.0,7635.0,5748.142857142857
1022,6,2014-12-14,0,0,0,0,0,0,a,c,1520.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,12,14,50,4,1,2014.0,2014.0,7959.0,0.0,5811.428571428572
188,2,2015-01-07,6017,515,1,1,0,1,d,a,850.0,0.0,0.0,1,18.0,2011.0,"Feb,May,Aug,Nov",,,,,,,2015,1,7,2,1,0,2015.0,4.0,5637.0,2570.0,4098.571428571428
249,0,2013-11-04,6582,612,1,1,0,0,d,c,18010.0,9.0,2014.0,0,0.0,0.0,,,,,,,,2013,11,4,45,4,0,0.0,2013.0,0.0,3191.0,4313.714285714285
449,4,2013-04-05,10372,1455,1,0,0,1,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2013,4,5,14,2,0,0.0,4.0,9710.0,0.0,7593.142857142857
381,6,2014-03-09,0,0,0,0,0,0,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2014,3,9,10,1,1,8.0,1.0,4941.0,0.0,8697.57142857143
815,2,2015-04-08,6097,579,1,0,0,1,a,a,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2015,4,8,15,2,0,115.0,1.0,6784.0,8191.0,4153.857142857143
842,6,2013-05-19,0,0,0,0,0,0,d,c,1200.0,11.0,2007.0,0,0.0,0.0,,,,,,,,2013,5,19,20,2,1,6.0,2013.0,17868.0,0.0,15467.0
660,0,2014-03-31,7776,722,1,1,0,0,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2014,3,31,14,1,0,8.0,0.0,0.0,4082.0,3535.714285714286
148,1,2013-10-08,9293,854,1,1,0,1,a,a,2090.0,12.0,2008.0,0,0.0,0.0,,,,,,,,2013,10,8,41,4,0,5.0,2013.0,11170.0,7924.0,6320.285714285715
964,4,2015-05-08,10514,1413,1,1,0,0,a,a,270.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2015,5,8,19,2,0,2015.0,2.0,10217.0,0.0,9698.42857142857
853,5,2014-11-22,8198,916,1,0,0,0,a,a,14040.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,11,22,47,4,1,2014.0,2014.0,8458.0,8757.0,6995.714285714285
40,0,2013-11-11,5611,732,1,0,0,0,a,a,180.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2013,11,11,46,4,0,2013.0,4.0,0.0,5184.0,4476.857142857143
87,4,2015-07-17,5812,706,1,1,0,1,a,a,560.0,12.0,2010.0,0,0.0,0.0,,,,,,,,2015,7,17,29,3,0,5.0,2015.0,6576.0,4885.0,5387.714285714285
528,6,2013-03-24,0,0,0,0,0,0,a,c,20620.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2013,3,24,12,1,1,2013.0,4.0,8460.0,0.0,9858.42857142857
1006,5,2013-01-26,5336,772,1,0,0,0,c,c,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2013,1,26,4,1,1,7.0,0.0,5778.0,5235.0,4966.571428571428
757,2,2014-05-07,6940,564,1,1,0,0,a,c,3450.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,5,7,19,2,0,2014.0,2014.0,6850.0,8074.0,5135.571428571428
84,1,2013-04-16,10198,1250,1,0,0,0,a,c,11810.0,8.0,2014.0,0,0.0,0.0,,,,,,,,2013,4,16,16,2,0,0.0,2013.0,10092.0,14223.0,9625.57142857143
519,3,2015-03-05,5223,539,1,1,0,0,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",,,,,,,2015,3,5,10,1,0,6.0,3.0,5536.0,3944.0,5119.0
40,6,2013-12-29,0,0,0,0,0,0,a,a,180.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2013,12,29,52,4,1,2013.0,4.0,5043.0,0.0,2884.8571428571427
4,3,2014-07-10,10000,1293,1,0,0,1,c,c,620.0,9.0,2009.0,0,0.0,0.0,,,,,,,,2014,7,10,28,3,0,5.0,2014.0,9042.0,10659.0,8040.142857142857
192,3,2015-04-02,16370,1089,1,1,0,1,d,c,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2015,4,2,14,2,0,7.0,1.0,16587.0,10493.0,13793.285714285714
801,0,2013-04-08,7771,632,1,1,0,1,d,a,48330.0,4.0,2013.0,0,0.0,0.0,,,,,,,,2013,4,8,15,2,0,0.0,2013.0,0.0,0.0,3840.571428571429
812,3,2013-03-21,6757,881,1,1,0,0,d,a,2590.0,9.0,2012.0,0,0.0,0.0,,,,,,,,2013,3,21,12,1,0,1.0,2013.0,7430.0,5585.0,5717.714285714285
479,4,2014-10-24,13319,1538,1,1,0,0,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",,,,,,,2014,10,24,43,4,0,9.0,3.0,13585.0,10619.0,10279.57142857143
982,4,2013-04-26,7441,687,1,1,0,0,d,a,21930.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,4,26,17,2,0,2013.0,2013.0,6926.0,6873.0,6519.0
821,5,2013-01-19,5056,632,1,0,0,0,a,a,1700.0,9.0,2009.0,0,0.0,0.0,,,,,,,,2013,1,19,3,1,1,4.0,2013.0,5079.0,4517.0,4566.714285714285
362,4,2014-07-25,7704,969,1,0,0,0,c,c,340.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,7,25,30,3,0,2014.0,2014.0,7300.0,8612.0,6713.0
436,6,2014-07-20,0,0,0,0,0,0,d,a,2300.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,7,20,29,3,1,2014.0,2014.0,3519.0,0.0,5449.0
281,5,2015-01-17,5350,571,1,0,0,0,d,c,6970.0,9.0,2011.0,0,0.0,0.0,,,,,,,,2015,1,17,3,1,1,4.0,2015.0,6826.0,5970.0,5113.714285714285
521,5,2014-07-26,4928,435,1,0,0,0,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",,,,,,,2014,7,26,30,3,1,12.0,3.0,4803.0,4509.0,3895.857142857143
566,5,2013-04-27,3116,389,1,0,0,0,a,a,3620.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2013,4,27,17,2,1,2013.0,0.0,4639.0,3214.0,3897.428571428572
1034,5,2015-04-25,2132,239,1,0,0,0,a,a,13750.0,4.0,2015.0,0,0.0,0.0,,,,,,,,2015,4,25,17,2,1,0.0,2015.0,4651.0,2545.0,3984.571428571429
122,4,2013-03-15,5360,685,1,0,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,,,,,,,,2013,3,15,11,1,0,0.0,2013.0,4848.0,5781.0,4247.142857142857
603,2,2015-02-25,6525,988,1,0,0,0,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2015,2,25,9,1,0,8.0,5.0,6132.0,8224.0,5535.571428571428
1115,6,2014-07-20,0,0,0,0,0,0,d,c,5350.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",,,,,,,2014,7,20,29,3,1,2014.0,2.0,6066.0,0.0,5667.714285714285
956,3,2015-01-01,0,0,0,0,a,1,a,a,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",,,,,,,2015,1,1,1,1,0,1.0,4.0,1763.0,0.0,1697.0
516,4,2014-05-30,8013,944,1,0,0,0,a,c,20.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",,,,,,,2014,5,30,22,2,0,2014.0,4.0,0.0,5800.0,3902.0
157,0,2015-04-20,8569,978,1,0,0,0,a,c,2950.0,10.0,2004.0,0,0.0,0.0,,,,,,,,2015,4,20,17,2,0,11.0,2015.0,0.0,14639.0,8881.285714285714
